GasLib-40;SL_SOS1;0;{'interdiction': {('source_1', 'sink_3'): 0, ('innode_1', 'sink_16'): 0, ('innode_6', 'sink_13'): 0, ('sink_13', 'sink_14'): 0, ('sink_14', 'sink_10'): 0, ('sink_25', 'sink_26'): 0, ('sink_26', 'sink_9'): 0, ('sink_9', 'sink_18'): 0, ('sink_26', 'sink_4'): 0, ('sink_4', 'sink_20'): 0, ('sink_18', 'sink_6'): 0, ('sink_25', 'innode_8'): 0, ('sink_6', 'sink_7'): 0, ('sink_6', 'sink_22'): 0, ('sink_7', 'sink_24'): 0, ('sink_22', 'sink_1'): 0, ('sink_24', 'sink_21'): 0, ('sink_21', 'sink_12'): 0, ('sink_7', 'sink_5'): 0, ('sink_5', 'sink_17'): 0, ('sink_17', 'sink_4'): 0, ('sink_17', 'sink_8'): 0, ('sink_3', 'sink_23'): 0, ('sink_8', 'sink_20'): 0, ('sink_25', 'sink_20'): 0, ('sink_25', 'sink_15'): 0, ('sink_15', 'sink_29'): 0, ('sink_29', 'sink_28'): 0, ('sink_29', 'sink_2'): 0, ('sink_2', 'sink_15'): 0, ('sink_29', 'innode_7'): 0, ('innode_4', 'sink_19'): 0, ('sink_19', 'innode_3'): 0, ('innode_4', 'innode_5'): 0, ('sink_27', 'innode_5'): 0, ('sink_27', 'sink_19'): 0, ('sink_10', 'sink_11'): 0, ('sink_10', 'innode_2'): 0, ('sink_10', 'innode_3'): 0, ('innode_6', 'sink_25'): 0, ('sink_11', 'innode_1'): 0, ('sink_19', 'innode_2'): 0, ('source_3', 'innode_4'): 0, ('source_2', 'innode_7'): 0, ('sink_3', 'innode_8'): 0}, 'objVal': 9.931052781254715, 'Runtime': 0.43023109436035156}
GasLib-40;SL_SOS1;1;{'interdiction': {('source_1', 'sink_3'): 0, ('innode_1', 'sink_16'): 0, ('innode_6', 'sink_13'): 0, ('sink_13', 'sink_14'): 0, ('sink_14', 'sink_10'): 0, ('sink_25', 'sink_26'): 0, ('sink_26', 'sink_9'): 1, ('sink_9', 'sink_18'): 0, ('sink_26', 'sink_4'): 0, ('sink_4', 'sink_20'): 0, ('sink_18', 'sink_6'): 0, ('sink_25', 'innode_8'): 0, ('sink_6', 'sink_7'): 0, ('sink_6', 'sink_22'): 0, ('sink_7', 'sink_24'): 0, ('sink_22', 'sink_1'): 0, ('sink_24', 'sink_21'): 0, ('sink_21', 'sink_12'): 0, ('sink_7', 'sink_5'): 0, ('sink_5', 'sink_17'): 0, ('sink_17', 'sink_4'): 0, ('sink_17', 'sink_8'): 0, ('sink_3', 'sink_23'): 0, ('sink_8', 'sink_20'): 0, ('sink_25', 'sink_20'): 0, ('sink_25', 'sink_15'): 0, ('sink_15', 'sink_29'): 0, ('sink_29', 'sink_28'): 0, ('sink_29', 'sink_2'): 0, ('sink_2', 'sink_15'): 0, ('sink_29', 'innode_7'): 0, ('innode_4', 'sink_19'): 0, ('sink_19', 'innode_3'): 0, ('innode_4', 'innode_5'): 0, ('sink_27', 'innode_5'): 0, ('sink_27', 'sink_19'): 0, ('sink_10', 'sink_11'): 0, ('sink_10', 'innode_2'): 0, ('sink_10', 'innode_3'): 0, ('innode_6', 'sink_25'): 0, ('sink_11', 'innode_1'): 0, ('sink_19', 'innode_2'): 0, ('source_3', 'innode_4'): 0, ('source_2', 'innode_7'): 0, ('sink_3', 'innode_8'): 0}, 'objVal': 52.106289506770786, 'Runtime': 163.9809980392456}
GasLib-40;SL_SOS1;2;{'interdiction': {('source_1', 'sink_3'): 0, ('innode_1', 'sink_16'): 0, ('innode_6', 'sink_13'): 0, ('sink_13', 'sink_14'): 0, ('sink_14', 'sink_10'): 0, ('sink_25', 'sink_26'): 1, ('sink_26', 'sink_9'): 0, ('sink_9', 'sink_18'): 0, ('sink_26', 'sink_4'): 1, ('sink_4', 'sink_20'): 0, ('sink_18', 'sink_6'): 0, ('sink_25', 'innode_8'): 0, ('sink_6', 'sink_7'): 0, ('sink_6', 'sink_22'): 0, ('sink_7', 'sink_24'): 0, ('sink_22', 'sink_1'): 0, ('sink_24', 'sink_21'): 0, ('sink_21', 'sink_12'): 0, ('sink_7', 'sink_5'): 0, ('sink_5', 'sink_17'): 0, ('sink_17', 'sink_4'): 0, ('sink_17', 'sink_8'): 0, ('sink_3', 'sink_23'): 0, ('sink_8', 'sink_20'): 0, ('sink_25', 'sink_20'): 0, ('sink_25', 'sink_15'): 0, ('sink_15', 'sink_29'): 0, ('sink_29', 'sink_28'): 0, ('sink_29', 'sink_2'): 0, ('sink_2', 'sink_15'): 0, ('sink_29', 'innode_7'): 0, ('innode_4', 'sink_19'): 0, ('sink_19', 'innode_3'): 0, ('innode_4', 'innode_5'): 0, ('sink_27', 'innode_5'): 0, ('sink_27', 'sink_19'): 0, ('sink_10', 'sink_11'): 0, ('sink_10', 'innode_2'): 0, ('sink_10', 'innode_3'): 0, ('innode_6', 'sink_25'): 0, ('sink_11', 'innode_1'): 0, ('sink_19', 'innode_2'): 0, ('source_3', 'innode_4'): 0, ('source_2', 'innode_7'): 0, ('sink_3', 'innode_8'): 0}, 'objVal': 99.21505392501722, 'Runtime': 2782.7458279132843}
GasLib-40;SL_SOS1;3;None

testModel4;Enum_Approach;0;{'interdiction': {('N01', 'N02'): 0, ('N02', 'exit01'): 0, ('entry01', 'N01'): 0, ('entry01', 'exit01'): 0}, 'objVal': 29.336668177254655, 'Runtime': 0.001399993896484375}//1.3949422836303711
testModel4;Enum_Approach;1;{'interdiction': {('N01', 'N02'): 0, ('N02', 'exit01'): 0, ('entry01', 'N01'): 0, ('entry01', 'exit01'): 1}, 'objVal': 82.33416704431366, 'Runtime': 0.0014030933380126953}//1.5059485435485840
testModel4;Enum_Approach;2;{'interdiction': {('N01', 'N02'): 0, ('N02', 'exit01'): 0, ('entry01', 'N01'): 0, ('entry01', 'exit01'): 1}, 'objVal': 82.33416704431366, 'Runtime': 0.0008831024169921875}//1.5051343441009521
testModel4;Enum_Approach;3;{'interdiction': {('N01', 'N02'): 0, ('N02', 'exit01'): 0, ('entry01', 'N01'): 0, ('entry01', 'exit01'): 1}, 'objVal': 82.33416704431366, 'Runtime': 0.0008900165557861328}//1.4523253440856934
testModel4;Enum_Approach;4;{'interdiction': {('N01', 'N02'): 0, ('N02', 'exit01'): 0, ('entry01', 'N01'): 0, ('entry01', 'exit01'): 1}, 'objVal': 82.33416704431366, 'Runtime': 0.0008540153503417969}//1.4527933597564697
testModel4;Enum_Approach;5;{'interdiction': {('N01', 'N02'): 0, ('N02', 'exit01'): 0, ('entry01', 'N01'): 0, ('entry01', 'exit01'): 1}, 'objVal': 82.33416704431366, 'Runtime': 0.0008728504180908203}//1.4964227676391602
GasLib-11;Enum_Approach;0;{'interdiction': {('entry01', 'entry03'): 0, ('N01', 'N02'): 0, ('entry02', 'N03'): 0, ('N02', 'exit01'): 0, ('N02', 'N04'): 0, ('N03', 'N04'): 0, ('N05', 'exit02'): 0, ('N05', 'exit03'): 0, ('entry03', 'N01'): 0, ('N04', 'N05'): 0, ('N01', 'N03'): 0}, 'objVal': 26.116539617687486, 'Runtime': 0.002418994903564453}//1.9619438648223877
GasLib-11;Enum_Approach;1;{'interdiction': {('entry01', 'entry03'): 0, ('N01', 'N02'): 0, ('entry02', 'N03'): 0, ('N02', 'exit01'): 0, ('N02', 'N04'): 0, ('N03', 'N04'): 1, ('N05', 'exit02'): 0, ('N05', 'exit03'): 0, ('entry03', 'N01'): 0, ('N04', 'N05'): 0, ('N01', 'N03'): 0}, 'objVal': 40.19183880595707, 'Runtime': 0.0020837783813476562}//1.6745462417602539
GasLib-11;Enum_Approach;2;{'interdiction': {('entry01', 'entry03'): 0, ('N01', 'N02'): 0, ('entry02', 'N03'): 0, ('N02', 'exit01'): 0, ('N02', 'N04'): 0, ('N03', 'N04'): 1, ('N05', 'exit02'): 0, ('N05', 'exit03'): 0, ('entry03', 'N01'): 0, ('N04', 'N05'): 0, ('N01', 'N03'): 0}, 'objVal': 40.19183880595707, 'Runtime': 0.0013279914855957031}//1.8228945732116699
GasLib-11;Enum_Approach;3;{'interdiction': {('entry01', 'entry03'): 0, ('N01', 'N02'): 0, ('entry02', 'N03'): 0, ('N02', 'exit01'): 0, ('N02', 'N04'): 0, ('N03', 'N04'): 1, ('N05', 'exit02'): 0, ('N05', 'exit03'): 0, ('entry03', 'N01'): 0, ('N04', 'N05'): 0, ('N01', 'N03'): 0}, 'objVal': 40.19183880595707, 'Runtime': 0.0014910697937011719}//2.2261621952056885
GasLib-11;Enum_Approach;4;{'interdiction': {('entry01', 'entry03'): 0, ('N01', 'N02'): 0, ('entry02', 'N03'): 0, ('N02', 'exit01'): 0, ('N02', 'N04'): 0, ('N03', 'N04'): 1, ('N05', 'exit02'): 0, ('N05', 'exit03'): 0, ('entry03', 'N01'): 0, ('N04', 'N05'): 0, ('N01', 'N03'): 0}, 'objVal': 40.19183880595707, 'Runtime': 0.0012500286102294922}//3.0299284458160400
GasLib-11;Enum_Approach;5;{'interdiction': {('entry01', 'entry03'): 0, ('N01', 'N02'): 0, ('entry02', 'N03'): 0, ('N02', 'exit01'): 0, ('N02', 'N04'): 0, ('N03', 'N04'): 1, ('N05', 'exit02'): 0, ('N05', 'exit03'): 0, ('entry03', 'N01'): 0, ('N04', 'N05'): 0, ('N01', 'N03'): 0}, 'objVal': 40.19183880595707, 'Runtime': 0.0011358261108398438}//4.0505995750427246
GasLib-40;Enum_Approach;0;{'interdiction': {('source_1', 'sink_3'): 0, ('innode_1', 'sink_16'): 0, ('innode_6', 'sink_13'): 0, ('sink_13', 'sink_14'): 0, ('sink_14', 'sink_10'): 0, ('sink_25', 'sink_26'): 0, ('sink_26', 'sink_9'): 0, ('sink_9', 'sink_18'): 0, ('sink_26', 'sink_4'): 0, ('sink_4', 'sink_20'): 0, ('sink_18', 'sink_6'): 0, ('sink_25', 'innode_8'): 0, ('sink_6', 'sink_7'): 0, ('sink_6', 'sink_22'): 0, ('sink_7', 'sink_24'): 0, ('sink_22', 'sink_1'): 0, ('sink_24', 'sink_21'): 0, ('sink_21', 'sink_12'): 0, ('sink_7', 'sink_5'): 0, ('sink_5', 'sink_17'): 0, ('sink_17', 'sink_4'): 0, ('sink_17', 'sink_8'): 0, ('sink_3', 'sink_23'): 0, ('sink_8', 'sink_20'): 0, ('sink_25', 'sink_20'): 0, ('sink_25', 'sink_15'): 0, ('sink_15', 'sink_29'): 0, ('sink_29', 'sink_28'): 0, ('sink_29', 'sink_2'): 0, ('sink_2', 'sink_15'): 0, ('sink_29', 'innode_7'): 0, ('innode_4', 'sink_19'): 0, ('sink_19', 'innode_3'): 0, ('innode_4', 'innode_5'): 0, ('sink_27', 'innode_5'): 0, ('sink_27', 'sink_19'): 0, ('sink_10', 'sink_11'): 0, ('sink_10', 'innode_2'): 0, ('sink_10', 'innode_3'): 0, ('innode_6', 'sink_25'): 0, ('sink_11', 'innode_1'): 0, ('sink_19', 'innode_2'): 0, ('source_3', 'innode_4'): 0, ('source_2', 'innode_7'): 0, ('sink_3', 'innode_8'): 0}, 'objVal': 9.931052781254753, 'Runtime': 0.0031960010528564453}//1.8769307136535645
GasLib-40;Enum_Approach;1;{'interdiction': {('source_1', 'sink_3'): 0, ('innode_1', 'sink_16'): 0, ('innode_6', 'sink_13'): 0, ('sink_13', 'sink_14'): 0, ('sink_14', 'sink_10'): 0, ('sink_25', 'sink_26'): 0, ('sink_26', 'sink_9'): 1, ('sink_9', 'sink_18'): 0, ('sink_26', 'sink_4'): 0, ('sink_4', 'sink_20'): 0, ('sink_18', 'sink_6'): 0, ('sink_25', 'innode_8'): 0, ('sink_6', 'sink_7'): 0, ('sink_6', 'sink_22'): 0, ('sink_7', 'sink_24'): 0, ('sink_22', 'sink_1'): 0, ('sink_24', 'sink_21'): 0, ('sink_21', 'sink_12'): 0, ('sink_7', 'sink_5'): 0, ('sink_5', 'sink_17'): 0, ('sink_17', 'sink_4'): 0, ('sink_17', 'sink_8'): 0, ('sink_3', 'sink_23'): 0, ('sink_8', 'sink_20'): 0, ('sink_25', 'sink_20'): 0, ('sink_25', 'sink_15'): 0, ('sink_15', 'sink_29'): 0, ('sink_29', 'sink_28'): 0, ('sink_29', 'sink_2'): 0, ('sink_2', 'sink_15'): 0, ('sink_29', 'innode_7'): 0, ('innode_4', 'sink_19'): 0, ('sink_19', 'innode_3'): 0, ('innode_4', 'innode_5'): 0, ('sink_27', 'innode_5'): 0, ('sink_27', 'sink_19'): 0, ('sink_10', 'sink_11'): 0, ('sink_10', 'innode_2'): 0, ('sink_10', 'innode_3'): 0, ('innode_6', 'sink_25'): 0, ('sink_11', 'innode_1'): 0, ('sink_19', 'innode_2'): 0, ('source_3', 'innode_4'): 0, ('source_2', 'innode_7'): 0, ('sink_3', 'innode_8'): 0}, 'objVal': 52.10628950677305, 'Runtime': 0.002051830291748047}//2.2152025699615479
GasLib-40;Enum_Approach;2;{'interdiction': {('source_1', 'sink_3'): 0, ('innode_1', 'sink_16'): 0, ('innode_6', 'sink_13'): 0, ('sink_13', 'sink_14'): 0, ('sink_14', 'sink_10'): 0, ('sink_25', 'sink_26'): 1, ('sink_26', 'sink_9'): 0, ('sink_9', 'sink_18'): 0, ('sink_26', 'sink_4'): 1, ('sink_4', 'sink_20'): 0, ('sink_18', 'sink_6'): 0, ('sink_25', 'innode_8'): 0, ('sink_6', 'sink_7'): 0, ('sink_6', 'sink_22'): 0, ('sink_7', 'sink_24'): 0, ('sink_22', 'sink_1'): 0, ('sink_24', 'sink_21'): 0, ('sink_21', 'sink_12'): 0, ('sink_7', 'sink_5'): 0, ('sink_5', 'sink_17'): 0, ('sink_17', 'sink_4'): 0, ('sink_17', 'sink_8'): 0, ('sink_3', 'sink_23'): 0, ('sink_8', 'sink_20'): 0, ('sink_25', 'sink_20'): 0, ('sink_25', 'sink_15'): 0, ('sink_15', 'sink_29'): 0, ('sink_29', 'sink_28'): 0, ('sink_29', 'sink_2'): 0, ('sink_2', 'sink_15'): 0, ('sink_29', 'innode_7'): 0, ('innode_4', 'sink_19'): 0, ('sink_19', 'innode_3'): 0, ('innode_4', 'innode_5'): 0, ('sink_27', 'innode_5'): 0, ('sink_27', 'sink_19'): 0, ('sink_10', 'sink_11'): 0, ('sink_10', 'innode_2'): 0, ('sink_10', 'innode_3'): 0, ('innode_6', 'sink_25'): 0, ('sink_11', 'innode_1'): 0, ('sink_19', 'innode_2'): 0, ('source_3', 'innode_4'): 0, ('source_2', 'innode_7'): 0, ('sink_3', 'innode_8'): 0}, 'objVal': 99.21490237332074, 'Runtime': 0.0022459030151367188}//13.9112250804901123
GasLib-40;Enum_Approach;3;{'interdiction': {('source_1', 'sink_3'): 0, ('innode_1', 'sink_16'): 0, ('innode_6', 'sink_13'): 0, ('sink_13', 'sink_14'): 0, ('sink_14', 'sink_10'): 0, ('sink_25', 'sink_26'): 1, ('sink_26', 'sink_9'): 0, ('sink_9', 'sink_18'): 0, ('sink_26', 'sink_4'): 0, ('sink_4', 'sink_20'): 1, ('sink_18', 'sink_6'): 0, ('sink_25', 'innode_8'): 0, ('sink_6', 'sink_7'): 0, ('sink_6', 'sink_22'): 0, ('sink_7', 'sink_24'): 0, ('sink_22', 'sink_1'): 0, ('sink_24', 'sink_21'): 0, ('sink_21', 'sink_12'): 0, ('sink_7', 'sink_5'): 0, ('sink_5', 'sink_17'): 0, ('sink_17', 'sink_4'): 1, ('sink_17', 'sink_8'): 0, ('sink_3', 'sink_23'): 0, ('sink_8', 'sink_20'): 0, ('sink_25', 'sink_20'): 0, ('sink_25', 'sink_15'): 0, ('sink_15', 'sink_29'): 0, ('sink_29', 'sink_28'): 0, ('sink_29', 'sink_2'): 0, ('sink_2', 'sink_15'): 0, ('sink_29', 'innode_7'): 0, ('innode_4', 'sink_19'): 0, ('sink_19', 'innode_3'): 0, ('innode_4', 'innode_5'): 0, ('sink_27', 'innode_5'): 0, ('sink_27', 'sink_19'): 0, ('sink_10', 'sink_11'): 0, ('sink_10', 'innode_2'): 0, ('sink_10', 'innode_3'): 0, ('innode_6', 'sink_25'): 0, ('sink_11', 'innode_1'): 0, ('sink_19', 'innode_2'): 0, ('source_3', 'innode_4'): 0, ('source_2', 'innode_7'): 0, ('sink_3', 'innode_8'): 0}, 'objVal': 116.57508613504588, 'Runtime': 0.0022029876708984375}//113.6721560955047607
GasLib-40;Enum_Approach;4;{'interdiction': {('source_1', 'sink_3'): 0, ('innode_1', 'sink_16'): 0, ('innode_6', 'sink_13'): 0, ('sink_13', 'sink_14'): 0, ('sink_14', 'sink_10'): 0, ('sink_25', 'sink_26'): 1, ('sink_26', 'sink_9'): 0, ('sink_9', 'sink_18'): 0, ('sink_26', 'sink_4'): 0, ('sink_4', 'sink_20'): 1, ('sink_18', 'sink_6'): 0, ('sink_25', 'innode_8'): 0, ('sink_6', 'sink_7'): 0, ('sink_6', 'sink_22'): 0, ('sink_7', 'sink_24'): 0, ('sink_22', 'sink_1'): 0, ('sink_24', 'sink_21'): 0, ('sink_21', 'sink_12'): 0, ('sink_7', 'sink_5'): 0, ('sink_5', 'sink_17'): 0, ('sink_17', 'sink_4'): 1, ('sink_17', 'sink_8'): 0, ('sink_3', 'sink_23'): 0, ('sink_8', 'sink_20'): 0, ('sink_25', 'sink_20'): 0, ('sink_25', 'sink_15'): 0, ('sink_15', 'sink_29'): 0, ('sink_29', 'sink_28'): 0, ('sink_29', 'sink_2'): 1, ('sink_2', 'sink_15'): 0, ('sink_29', 'innode_7'): 0, ('innode_4', 'sink_19'): 0, ('sink_19', 'innode_3'): 0, ('innode_4', 'innode_5'): 0, ('sink_27', 'innode_5'): 0, ('sink_27', 'sink_19'): 0, ('sink_10', 'sink_11'): 0, ('sink_10', 'innode_2'): 0, ('sink_10', 'innode_3'): 0, ('innode_6', 'sink_25'): 0, ('sink_11', 'innode_1'): 0, ('sink_19', 'innode_2'): 0, ('source_3', 'innode_4'): 0, ('source_2', 'innode_7'): 0, ('sink_3', 'innode_8'): 0}, 'objVal': 117.040215967346, 'Runtime': 0.0022470951080322266}//920.7989091873168945
GasLib-40;Enum_Approach;5;None//3602.0224876403808594

GasLib-40,homogen-northEast-randomExits;SL_SOS1;0;{'interdiction': {('source_1', 'sink_3'): 0, ('innode_1', 'sink_16'): 0, ('innode_6', 'sink_13'): 0, ('sink_13', 'sink_14'): 0, ('sink_14', 'sink_10'): 0, ('sink_25', 'sink_26'): 0, ('sink_26', 'sink_9'): 0, ('sink_9', 'sink_18'): 0, ('sink_26', 'sink_4'): 0, ('sink_4', 'sink_20'): 0, ('sink_18', 'sink_6'): 0, ('sink_25', 'innode_8'): 0, ('sink_6', 'sink_7'): 0, ('sink_6', 'sink_22'): 0, ('sink_7', 'sink_24'): 0, ('sink_22', 'sink_1'): 0, ('sink_24', 'sink_21'): 0, ('sink_21', 'sink_12'): 0, ('sink_7', 'sink_5'): 0, ('sink_5', 'sink_17'): 0, ('sink_17', 'sink_4'): 0, ('sink_17', 'sink_8'): 0, ('sink_3', 'sink_23'): 0, ('sink_8', 'sink_20'): 0, ('sink_25', 'sink_20'): 0, ('sink_25', 'sink_15'): 0, ('sink_15', 'sink_29'): 0, ('sink_29', 'sink_28'): 0, ('sink_29', 'sink_2'): 0, ('sink_2', 'sink_15'): 0, ('sink_29', 'innode_7'): 0, ('innode_4', 'sink_19'): 0, ('sink_19', 'innode_3'): 0, ('innode_4', 'innode_5'): 0, ('sink_27', 'innode_5'): 0, ('sink_27', 'sink_19'): 0, ('sink_10', 'sink_11'): 0, ('sink_10', 'innode_2'): 0, ('sink_10', 'innode_3'): 0, ('innode_6', 'sink_25'): 0, ('sink_11', 'innode_1'): 0, ('sink_19', 'innode_2'): 0, ('source_3', 'innode_4'): 0, ('source_2', 'innode_7'): 0, ('sink_3', 'innode_8'): 0}, 'objVal': 0.0, 'Runtime': 1.5409889221191406}
GasLib-40,homogen-northEast-randomExits;Enum_Approach;0;{'interdiction': {('source_1', 'sink_3'): 0, ('innode_1', 'sink_16'): 0, ('innode_6', 'sink_13'): 0, ('sink_13', 'sink_14'): 0, ('sink_14', 'sink_10'): 0, ('sink_25', 'sink_26'): 0, ('sink_26', 'sink_9'): 0, ('sink_9', 'sink_18'): 0, ('sink_26', 'sink_4'): 0, ('sink_4', 'sink_20'): 0, ('sink_18', 'sink_6'): 0, ('sink_25', 'innode_8'): 0, ('sink_6', 'sink_7'): 0, ('sink_6', 'sink_22'): 0, ('sink_7', 'sink_24'): 0, ('sink_22', 'sink_1'): 0, ('sink_24', 'sink_21'): 0, ('sink_21', 'sink_12'): 0, ('sink_7', 'sink_5'): 0, ('sink_5', 'sink_17'): 0, ('sink_17', 'sink_4'): 0, ('sink_17', 'sink_8'): 0, ('sink_3', 'sink_23'): 0, ('sink_8', 'sink_20'): 0, ('sink_25', 'sink_20'): 0, ('sink_25', 'sink_15'): 0, ('sink_15', 'sink_29'): 0, ('sink_29', 'sink_28'): 0, ('sink_29', 'sink_2'): 0, ('sink_2', 'sink_15'): 0, ('sink_29', 'innode_7'): 0, ('innode_4', 'sink_19'): 0, ('sink_19', 'innode_3'): 0, ('innode_4', 'innode_5'): 0, ('sink_27', 'innode_5'): 0, ('sink_27', 'sink_19'): 0, ('sink_10', 'sink_11'): 0, ('sink_10', 'innode_2'): 0, ('sink_10', 'innode_3'): 0, ('innode_6', 'sink_25'): 0, ('sink_11', 'innode_1'): 0, ('sink_19', 'innode_2'): 0, ('source_3', 'innode_4'): 0, ('source_2', 'innode_7'): 0, ('sink_3', 'innode_8'): 0}, 'objVal': 0.0, 'Runtime': 0.0033788681030273438}//1.6685135364532471
GasLib-40,homogen-northEast-randomExits;Enum_Approach;1;{'interdiction': {('source_1', 'sink_3'): 0, ('innode_1', 'sink_16'): 0, ('innode_6', 'sink_13'): 0, ('sink_13', 'sink_14'): 0, ('sink_14', 'sink_10'): 0, ('sink_25', 'sink_26'): 1, ('sink_26', 'sink_9'): 0, ('sink_9', 'sink_18'): 0, ('sink_26', 'sink_4'): 0, ('sink_4', 'sink_20'): 0, ('sink_18', 'sink_6'): 0, ('sink_25', 'innode_8'): 0, ('sink_6', 'sink_7'): 0, ('sink_6', 'sink_22'): 0, ('sink_7', 'sink_24'): 0, ('sink_22', 'sink_1'): 0, ('sink_24', 'sink_21'): 0, ('sink_21', 'sink_12'): 0, ('sink_7', 'sink_5'): 0, ('sink_5', 'sink_17'): 0, ('sink_17', 'sink_4'): 0, ('sink_17', 'sink_8'): 0, ('sink_3', 'sink_23'): 0, ('sink_8', 'sink_20'): 0, ('sink_25', 'sink_20'): 0, ('sink_25', 'sink_15'): 0, ('sink_15', 'sink_29'): 0, ('sink_29', 'sink_28'): 0, ('sink_29', 'sink_2'): 0, ('sink_2', 'sink_15'): 0, ('sink_29', 'innode_7'): 0, ('innode_4', 'sink_19'): 0, ('sink_19', 'innode_3'): 0, ('innode_4', 'innode_5'): 0, ('sink_27', 'innode_5'): 0, ('sink_27', 'sink_19'): 0, ('sink_10', 'sink_11'): 0, ('sink_10', 'innode_2'): 0, ('sink_10', 'innode_3'): 0, ('innode_6', 'sink_25'): 0, ('sink_11', 'innode_1'): 0, ('sink_19', 'innode_2'): 0, ('source_3', 'innode_4'): 0, ('source_2', 'innode_7'): 0, ('sink_3', 'innode_8'): 0}, 'objVal': 90.26278799782474, 'Runtime': 0.0036690235137939453}//2.8355340957641602
